name,selling_price,km_driven,fuel,transmission,engine (CC),max_power(bhp),seats,Clusters
Maruti Swift Dzire VXI,409000,70000,Petrol,Manual,1197.0,85.8,5.0,1
Hyundai Grand i10 CRDi Sportz,395000,80000,Diesel,Manual,1120.0,70.0,5.0,0
Maruti Swift Dzire VXI,400000,70000,Petrol,Manual,1197.0,85.8,5.0,1
Chevrolet Beat LS,120000,60000,Petrol,Manual,1199.0,79.4,5.0,1
Tata Tigor 1.2 Revotron XZA,645000,10000,Petrol,Automatic,1199.0,84.0,5.0,2
Maruti 800 Std,81000,80000,Petrol,Manual,796.0,37.0,4.0,1
Honda City i-DTEC VX,1300000,30000,Diesel,Manual,1498.0,97.9,5.0,0
Honda City i-DTEC VX,1250000,33000,Diesel,Manual,1498.0,97.9,5.0,0
Maruti Ertiga VXI,535000,90000,Petrol,Manual,1373.0,93.7,7.0,1
Nissan Terrano XV Premium 110 PS,555000,80100,Diesel,Manual,1461.0,108.5,5.0,0
Honda City i VTEC VX,725000,120000,Petrol,Manual,1497.0,117.3,5.0,1
Renault KWID RXL,229999,40000,Petrol,Manual,799.0,53.3,5.0,1
Toyota Innova 2.5 GX (Diesel) 8 Seater,800000,160000,Diesel,Manual,2494.0,100.6,8.0,0
Maruti Wagon R VXI BS IV,409999,47000,Petrol,Manual,998.0,67.04,5.0,1
Hyundai Creta 1.4 CRDi S Plus,1210000,25000,Diesel,Manual,1396.0,88.7,5.0,0
Tata Tiago 1.2 Revotron XZ,400000,26000,Petrol,Manual,1199.0,84.0,5.0,1
Hyundai Grand i10 1.2 CRDi Sportz,520000,29000,Diesel,Manual,1186.0,73.97,5.0,0
Maruti Baleno Zeta Automatic,650000,50000,Petrol,Automatic,1197.0,83.1,5.0,2
Maruti Swift ZXI ABS,325000,58000,Petrol,Manual,1298.0,88.2,5.0,1
Maruti Swift Dzire VXi AT,420000,120000,Petrol,Automatic,1197.0,85.8,5.0,2
Maruti Swift LXI Option,400000,50000,Petrol,Manual,1197.0,81.8,5.0,1
Hyundai i20 1.2 Asta,254999,80000,Petrol,Manual,1197.0,80.0,5.0,1
Maruti Zen LXI,65000,60000,Petrol,Manual,993.0,60.0,5.0,1
Maruti Celerio LXI,351000,36000,Petrol,Manual,998.0,67.04,5.0,1
Toyota Innova 2.5 V Diesel 8-seater,404000,120000,Diesel,Manual,2494.0,102.0,8.0,0
Maruti Ritz LDi,185000,185000,Diesel,Manual,1248.0,73.9,5.0,0
Nissan Micra Diesel XV,250000,50000,Diesel,Manual,1461.0,63.1,5.0,0
Maruti Zen LXI,60000,100000,Petrol,Manual,993.0,60.0,5.0,1
Hyundai Verna 1.6 SX VTVT (O),500000,50000,Petrol,Manual,1591.0,121.3,5.0,1
Maruti Zen Estilo LXI BSIII,85000,80000,Petrol,Manual,998.0,67.1,5.0,1
Maruti Alto LX,85000,80000,Petrol,Manual,796.0,46.3,5.0,1
Maruti Swift Dzire ZDi,265000,90000,Diesel,Manual,1248.0,73.9,5.0,0
Maruti A-Star Vxi,130000,162000,Petrol,Manual,998.0,66.1,5.0,1
Maruti Ertiga VDI,480000,110000,Diesel,Manual,1248.0,88.76,7.0,0
Maruti Swift Ldi BSIII,170000,120000,Diesel,Manual,1248.0,75.0,5.0,0
Nissan Micra Diesel XV,275000,45000,Diesel,Manual,1461.0,63.1,5.0,0
Maruti Wagon R LXI,89000,90000,Petrol,Manual,998.0,67.1,5.0,1
Ford Figo Diesel Titanium,170000,90000,Diesel,Manual,1399.0,68.0,5.0,0
Mahindra XUV300 W8 Option BSIV,1090000,16500,Petrol,Manual,1197.0,110.0,5.0,1
Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,Diesel,Automatic,1582.0,126.2,5.0,2
Maruti Swift VXI BSIV,610000,52000,Petrol,Manual,1197.0,81.8,5.0,1
Datsun GO T Option BSIV,335000,40000,Petrol,Manual,1198.0,67.0,5.0,1
Hyundai Grand i10 Asta,434999,40000,Petrol,Manual,1197.0,82.0,5.0,1
Toyota Fortuner 2.8 2WD MT BSIV,3000000,35000,Diesel,Manual,2755.0,174.5,7.0,0
Renault KWID RXL,390000,13000,Petrol,Manual,799.0,53.26,5.0,1
Honda Brio 1.2 VX MT,325000,40000,Petrol,Manual,1198.0,86.8,5.0,1
Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,10000,Petrol,Manual,1198.0,73.75,5.0,1
Nissan Sunny XV Special Edition,450000,9000,Petrol,Manual,1498.0,97.7,5.0,1
Toyota Etios Liva GD SP,400000,70000,Diesel,Manual,1364.0,67.06,5.0,0
Hyundai i10 Sportz,215000,60000,Petrol,Manual,1197.0,78.9,5.0,1
Renault Duster 85PS Diesel RxL,570000,40000,Diesel,Manual,1461.0,83.8,5.0,0
Mahindra XUV500 W8 2WD,680000,93000,Diesel,Manual,2179.0,140.0,7.0,0
Toyota Innova 2.5 V Diesel 7-seater,325000,80000,Diesel,Manual,2494.0,102.0,7.0,0
Tata Indigo CS eGLX BS IV,150000,50000,Petrol,Manual,1193.0,64.08,5.0,1
Hyundai Elantra SX AT,690000,68000,Petrol,Automatic,1797.0,147.5,5.0,2
Mercedes-Benz New C-Class 220 CDI AT,1550000,25000,Diesel,Automatic,2143.0,170.0,5.0,2
Tata Nano STD,64000,18000,Petrol,Manual,624.0,37.5,4.0,1
Nissan Micra Diesel XL,250000,120000,Diesel,Manual,1461.0,63.1,5.0,0
Maruti Wagon R LXI,65000,35000,Petrol,Manual,998.0,67.1,5.0,1
Maruti Swift Dzire VDI,550000,60000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai i10 Magna,140000,70000,Petrol,Manual,1197.0,78.9,5.0,1
Renault KWID RXT,300000,30000,Petrol,Manual,799.0,53.3,5.0,1
Volkswagen GTI 1.8 TSI,800000,70000,Petrol,Automatic,1798.0,189.3,5.0,2
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Hyundai i10 Magna,150000,106000,Petrol,Manual,1197.0,78.9,5.0,1
Honda CR-V 2.4L 4WD AT,500000,120000,Petrol,Automatic,2354.0,158.8,5.0,2
Maruti Swift Dzire VDI,480000,90000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Verna 1.6 SX CRDi (O),535000,70000,Diesel,Manual,1582.0,126.32,5.0,0
Toyota Innova 2.5 G1 Diesel 8-seater,250000,240000,Diesel,Manual,2494.0,102.0,8.0,0
Maruti SX4 Celebration Diesel,300000,100000,Diesel,Manual,1248.0,88.8,5.0,0
Hyundai Verna XXi ABS (Petrol),340000,214000,Petrol,Manual,1599.0,103.2,5.0,1
Hyundai Verna CRDi SX,340000,214000,Diesel,Manual,1493.0,110.0,5.0,0
Maruti Alto 800 VXI,240000,50000,Petrol,Manual,796.0,47.3,5.0,1
Honda City i-VTEC CVT V,1085000,1000,Petrol,Automatic,1497.0,117.6,5.0,2
Maruti Swift Dzire AMT VDI,750000,19000,Diesel,Automatic,1248.0,74.02,5.0,2
Tata Indigo LS,95000,265000,Diesel,Manual,1405.0,70.0,5.0,0
Maruti Eeco CNG 5 Seater AC,409999,35000,CNG,Manual,1196.0,61.7,5.0,3
Maruti Alto K10 VXI,215000,80000,Petrol,Manual,998.0,67.05,5.0,1
Mahindra XUV500 AT W10 AWD,1290000,50000,Diesel,Automatic,2179.0,140.0,7.0,2
Maruti Alto K10 LXI,150000,80000,Petrol,Manual,998.0,67.1,5.0,1
Hyundai EON Sportz,219000,50000,Petrol,Manual,814.0,55.2,5.0,1
Tata Tiago 1.2 Revotron XE,325000,100000,Petrol,Manual,1199.0,84.0,5.0,1
Maruti Eeco Smiles 5 Seater AC,260000,120000,Petrol,Manual,1196.0,73.0,5.0,1
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Honda Amaze S CVT Diesel BSIV,700000,40000,Diesel,Automatic,1498.0,78.9,5.0,2
Hyundai Creta 1.4 CRDi Base,950000,45000,Diesel,Manual,1396.0,88.7,5.0,0
Maruti Alto LXi BSIII,160000,80000,Petrol,Manual,796.0,46.3,5.0,1
Hyundai Xcent 1.1 CRDi S Option,409999,135000,Diesel,Manual,1120.0,71.01,5.0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,840000,120000,Diesel,Manual,2494.0,100.6,7.0,0
Toyota Etios Liva Diesel,450000,67000,Diesel,Manual,1364.0,67.1,5.0,0
Maruti Swift Dzire ZDI Plus,900000,50000,Diesel,Manual,1248.0,74.02,5.0,0
Toyota Innova 2.5 V Diesel 7-seater,570000,134000,Diesel,Manual,2494.0,102.0,7.0,0
Nissan Micra Diesel XV,254999,110000,Diesel,Manual,1461.0,63.1,5.0,0
Maruti 800 AC BSIII,130000,40000,Petrol,Manual,796.0,37.0,4.0,1
Maruti Swift Dzire VDI,530000,120000,Diesel,Manual,1248.0,74.0,5.0,0
Volkswagen Polo 1.5 TDI Highline,520000,110000,Diesel,Manual,1498.0,88.8,5.0,0
Mahindra Verito 1.5 D2 BSIII,229999,170000,Diesel,Manual,1461.0,64.1,5.0,0
Maruti 800 AC BSIII,81000,80000,Petrol,Manual,796.0,37.0,4.0,1
Maruti Swift VDI Optional,600000,47000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Xcent 1.2 Kappa S Option,409999,93000,Petrol,Manual,1197.0,81.86,5.0,1
Maruti 800 Std,120000,70000,Petrol,Manual,796.0,37.0,4.0,1
Maruti Celerio VXI,320000,50000,Petrol,Manual,998.0,67.04,5.0,1
Ford Figo Diesel EXI,292000,70000,Diesel,Manual,1399.0,68.05,5.0,0
Tata Safari DICOR 2.2 LX 4x2,390000,80000,Diesel,Manual,2179.0,138.03,7.0,0
Ford Figo 1.2P Titanium Plus MT,550000,44000,Petrol,Manual,1196.0,86.8,5.0,1
Maruti Celerio ZXI,385000,25000,Petrol,Manual,998.0,67.04,5.0,1
Hyundai Creta 1.6 VTVT S,800000,25000,Petrol,Manual,1591.0,121.3,5.0,1
Maruti Swift Dzire VXI 1.2,675000,10000,Petrol,Manual,1197.0,81.8,5.0,1
Tata Hexa XT,1525000,50000,Diesel,Manual,2179.0,153.86,7.0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,30000,Diesel,Manual,1498.0,98.96,5.0,0
Hyundai i20 Active 1.4 SX with AVN,610000,50000,Diesel,Manual,1396.0,88.73,5.0,0
Hyundai i20 Asta 1.4 CRDi,525000,120000,Diesel,Manual,1396.0,88.73,5.0,0
Honda Amaze S CVT Diesel BSIV,700000,40000,Diesel,Automatic,1498.0,78.9,5.0,2
Mahindra Bolero 2011-2019 SLE,375000,80000,Diesel,Manual,2523.0,62.1,7.0,0
Nissan Terrano XL Plus 85 PS,580000,90000,Diesel,Manual,1461.0,83.8,5.0,0
Maruti Swift VXI Windsong Limited edition,434999,50000,Petrol,Manual,1197.0,83.11,5.0,1
Datsun RediGO 1.0 S,350000,2136,Petrol,Manual,999.0,67.0,5.0,1
Toyota Innova 2.5 G (Diesel) 7 Seater,730000,250000,Diesel,Manual,2494.0,100.0,7.0,0
Hyundai i20 Magna 1.2,600000,35000,Petrol,Manual,1197.0,81.83,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,120000,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Baleno Alpha 1.3,735000,70000,Diesel,Manual,1248.0,74.0,5.0,0
Renault Duster 110PS Diesel RxZ,1050000,18000,Diesel,Manual,1461.0,108.45,5.0,0
Chevrolet Enjoy 1.3 TCDi LS 7,420000,110000,Diesel,Manual,1248.0,73.74,7.0,0
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,60000,Diesel,Manual,1248.0,88.5,5.0,0
Toyota Fortuner 4x2 AT,2000000,60000,Diesel,Automatic,2982.0,168.5,7.0,2
Maruti Swift Dzire VDI,600000,147000,Diesel,Manual,1248.0,74.0,5.0,0
Toyota Fortuner 4x2 AT,1900000,130000,Diesel,Automatic,2982.0,168.5,7.0,2
Chevrolet Captiva LT,500000,99500,Diesel,Manual,1991.0,147.9,7.0,0
Tata Indica Vista Aqua 1.4 TDI,200000,110000,Diesel,Manual,1405.0,71.0,5.0,0
Nissan Micra Active XL Petrol,370000,35000,Petrol,Manual,1198.0,67.04,5.0,1
Hyundai Verna Transform CRDi VGT SX ABS,260000,110000,Diesel,Manual,1493.0,110.0,5.0,0
Mahindra KUV 100 mFALCON D75 K8,280000,100000,Diesel,Manual,1198.0,77.0,6.0,0
Maruti Ertiga VXI,610000,21000,Petrol,Manual,1373.0,93.7,7.0,1
Ford Fiesta Titanium 1.5 TDCi,300000,60000,Diesel,Manual,1498.0,90.0,5.0,0
Tata Indigo CS LX DiCOR,140000,40000,Diesel,Manual,1405.0,70.0,5.0,0
Hyundai i10 Magna 1.1L,229999,50000,Petrol,Manual,1086.0,68.05,5.0,1
Maruti A-Star Vxi,200000,65000,Petrol,Manual,998.0,66.1,5.0,1
Maruti Wagon R VXI BSIII,200000,80000,Petrol,Manual,998.0,67.1,5.0,1
Hyundai Verna 1.6 CRDi S,560000,119000,Diesel,Manual,1582.0,126.2,5.0,0
Maruti Ertiga SHVS VDI,750000,80000,Diesel,Manual,1248.0,88.5,7.0,0
Maruti Swift VDI BSIV,585000,90000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Verna 1.6 VTVT S Option,760000,20000,Petrol,Manual,1591.0,121.4,5.0,1
Maruti Swift VDI BSIV,430000,80000,Diesel,Manual,1248.0,74.0,5.0,0
Mahindra KUV 100 D75 K6 Plus,480000,44665,Diesel,Manual,1198.0,77.0,6.0,0
Kia Seltos HTE D,643000,10000,Diesel,Manual,1493.0,113.4,5.0,0
Hyundai Xcent 1.2 VTVT S,500000,60000,Petrol,Manual,1197.0,81.86,5.0,1
Honda Brio 1.2 S MT,425000,22000,Petrol,Manual,1198.0,86.8,5.0,1
Maruti Alto 800 LXI,250000,25000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Celerio LDi,285000,70000,Diesel,Manual,793.0,47.0,5.0,0
Maruti Swift Dzire VXi,160000,123000,Petrol,Manual,1298.0,85.8,5.0,1
Volkswagen Vento Diesel Trendline,250000,70000,Diesel,Manual,1598.0,103.6,5.0,0
Chevrolet Beat LS,170000,70000,Petrol,Manual,1199.0,79.4,5.0,1
Toyota Etios Liva GD,409999,45000,Diesel,Manual,1364.0,67.06,5.0,0
Hyundai Grand i10 AT Asta,400000,40000,Petrol,Automatic,1197.0,82.0,5.0,2
Maruti Swift Dzire VDI,700000,30000,Diesel,Manual,1248.0,74.02,5.0,0
Honda Civic 1.8 V AT,350000,90000,Petrol,Automatic,1799.0,130.0,5.0,2
Maruti Ertiga BSIV VXI,660000,34000,Petrol,Manual,1373.0,91.1,7.0,1
Maruti Alto 800 VXI,268000,25000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Alto 800 VXI,270000,50000,Petrol,Manual,796.0,47.3,5.0,1
Chevrolet Beat Diesel LT,300000,50000,Diesel,Manual,936.0,57.6,5.0,0
Tata Tiago 1.2 Revotron XZ,450000,90000,Petrol,Manual,1199.0,84.0,5.0,1
Chevrolet Beat Diesel LT,220000,70000,Diesel,Manual,936.0,57.6,5.0,0
Tata New Safari DICOR 2.2 VX 4x2,250000,146000,Diesel,Manual,2179.0,138.0,7.0,0
Ford Figo Petrol EXI,300000,85000,Petrol,Manual,1196.0,70.0,5.0,1
Tata Indica V2 2001-2011 DLS BSIII,88000,201850,Diesel,Manual,1396.0,52.8,5.0,0
Maruti Swift Dzire VDI,561000,30000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Swift Dzire VDI,755000,15000,Diesel,Manual,1248.0,74.02,5.0,0
Datsun RediGO S,235000,25000,Petrol,Manual,799.0,53.64,5.0,1
Maruti Alto K10 LXI,165000,90000,Petrol,Manual,998.0,67.1,5.0,1
Maruti Swift Dzire LDi,190000,80000,Diesel,Manual,1248.0,73.9,5.0,0
Tata Indica V2 DLX BSII,110000,50000,Diesel,Manual,1396.0,53.5,5.0,0
Mahindra Bolero 2011-2019 DI 4WD NON AC,320000,80000,Diesel,Manual,2523.0,63.0,8.0,0
Hyundai i20 Asta Option 1.2,540000,38000,Petrol,Manual,1197.0,81.83,5.0,1
Hyundai EON Era Plus,180000,60000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Eeco 7 Seater Standard BSIV,270000,100000,Petrol,Manual,1196.0,73.0,7.0,1
Maruti Swift Dzire 1.2 Vxi BSIV,450000,30000,Petrol,Manual,1197.0,85.8,5.0,1
Maruti Swift Dzire VXI,450000,30000,Petrol,Manual,1197.0,85.8,5.0,1
Chevrolet Beat LT,200000,50000,Petrol,Manual,1199.0,76.8,5.0,1
Tata Tiago 1.2 Revotron XZ,425000,42000,Petrol,Manual,1199.0,84.0,5.0,1
Chevrolet Sail 1.2 LS ABS,400000,30000,Petrol,Manual,1199.0,82.4,5.0,1
Maruti Alto LXi BSIII,125000,60000,Petrol,Manual,796.0,46.3,5.0,1
Jeep Compass 2.0 Longitude Option BSIV,1600000,14000,Diesel,Manual,1956.0,170.0,5.0,0
Honda City i VTEC VX,900000,22000,Petrol,Manual,1497.0,117.3,5.0,1
Volkswagen Vento Diesel Highline,450000,90000,Diesel,Manual,1598.0,103.6,5.0,0
Maruti Alto K10 2010-2014 VXI,210000,46000,Petrol,Manual,998.0,67.1,5.0,1
Hyundai i20 1.2 Asta Option,801000,20000,Petrol,Manual,1197.0,81.83,5.0,1
Tata Venture EX 7 Str Captain Seats,317000,15000,Diesel,Manual,1405.0,70.0,7.0,0
Maruti Ertiga VXI,600000,40000,Petrol,Manual,1373.0,93.7,7.0,1
Hyundai i20 Magna,330000,30000,Petrol,Manual,1197.0,82.85,5.0,1
Hyundai EON Magna Plus,320000,15000,Petrol,Manual,814.0,55.2,5.0,1
Hyundai Getz GLX,120000,110000,Petrol,Manual,1341.0,83.0,5.0,1
Maruti Alto LXi,130000,70000,Petrol,Manual,796.0,46.3,5.0,1
Chevrolet Sail 1.2 LS,220000,80000,Petrol,Manual,1199.0,82.4,5.0,1
Tata Zest Revotron 1.2T XM,340000,110000,Petrol,Manual,1193.0,88.7,5.0,1
Ford Classic 1.4 Duratorq CLXI,200000,70000,Diesel,Manual,1399.0,67.0,5.0,0
Maruti Alto LXI,140000,50000,Petrol,Manual,796.0,46.3,5.0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,1000000,190000,Diesel,Manual,2494.0,100.6,8.0,0
Mahindra Bolero SLX,495000,100000,Diesel,Manual,2523.0,63.0,7.0,0
Maruti Alto 800 LXI,236000,60000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Wagon R VXI BS IV,390000,40000,Petrol,Manual,998.0,67.04,5.0,1
Maruti Swift Dzire VDi,275000,90000,Diesel,Manual,1248.0,73.9,5.0,0
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,775000,32000,Diesel,Manual,1248.0,88.5,5.0,0
Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,30000,Diesel,Automatic,2755.0,171.5,7.0,2
Hyundai Creta 1.6 CRDi SX,850000,58000,Diesel,Manual,1582.0,126.2,5.0,0
Maruti Vitara Brezza VDi,750000,5000,Diesel,Manual,1248.0,88.5,5.0,0
Hyundai i20 1.2 Spotz,570000,25000,Petrol,Manual,1197.0,81.83,5.0,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,580000,32000,Petrol,Manual,1197.0,81.86,5.0,1
Honda Jazz 1.2 VX i VTEC,484999,30000,Petrol,Manual,1199.0,88.7,5.0,1
Honda BR-V i-VTEC S MT,700000,43000,Petrol,Manual,1497.0,117.3,7.0,1
Hyundai Verna S,415000,60000,Petrol,Manual,1497.0,113.42,5.0,1
Nissan Micra XV CVT,325000,50000,Petrol,Automatic,1198.0,76.0,5.0,2
Ford Figo Aspire 1.2 Ti-VCT Trend,550000,14200,Petrol,Manual,1196.0,86.8,5.0,1
Hyundai EON Sportz,300000,10000,Petrol,Manual,814.0,55.2,5.0,1
Datsun RediGO T Option,217000,25000,Petrol,Manual,799.0,53.64,5.0,1
Ford Freestyle Titanium Petrol BSIV,700000,19100,Petrol,Manual,1194.0,94.68,5.0,1
Hyundai Santro Sportz AMT BSIV,466000,25000,Petrol,Automatic,1086.0,68.0,5.0,2
Ford EcoSport 1.5 Diesel Trend BSIV,484999,54000,Diesel,Manual,1498.0,98.96,5.0,0
Nissan Sunny XL D,670000,35000,Diesel,Manual,1461.0,84.8,5.0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,20000,Petrol,Manual,1197.0,81.86,5.0,1
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,675000,52000,Diesel,Manual,1248.0,88.5,5.0,0
Hyundai i20 1.4 CRDi Asta,220000,120000,Diesel,Manual,1396.0,90.0,5.0,0
Jeep Compass 2.0 Limited,1650000,50000,Diesel,Manual,1956.0,170.0,5.0,0
Maruti Ertiga ZDI,630000,120000,Diesel,Manual,1248.0,88.8,7.0,0
Tata Manza Aura Quadrajet,250000,90000,Diesel,Manual,1248.0,90.0,5.0,0
Maruti Wagon R LXI,120000,120000,Petrol,Manual,998.0,67.1,5.0,1
Skoda Rapid 1.5 TDI Elegance,300000,101500,Diesel,Manual,1498.0,103.52,5.0,0
Hyundai Verna 1.6 CRDi EX AT,525000,75000,Diesel,Automatic,1582.0,126.3,5.0,2
Mahindra Scorpio 1.99 S10,1100000,100000,Diesel,Manual,1997.0,120.0,7.0,0
Renault Duster 110PS Diesel RxZ,480000,55735,Diesel,Manual,1461.0,108.45,5.0,0
Mahindra XUV500 W4,605000,80000,Diesel,Manual,2179.0,140.0,7.0,0
Maruti Alto 800 LXI Optional,250000,50000,Petrol,Manual,796.0,47.3,5.0,1
Ford Figo Diesel Celebration Edition,245000,70000,Diesel,Manual,1399.0,68.1,5.0,0
Hyundai i10 Magna 1.2 iTech SE,210000,76000,Petrol,Manual,1197.0,78.9,5.0,1
Maruti Swift Dzire VXI 1.2,730000,1500,Petrol,Manual,1197.0,81.8,5.0,1
Mahindra Bolero 2011-2019 SLX,500000,76000,Diesel,Manual,2523.0,62.1,7.0,0
Maruti Wagon R VXI Optional,400000,40000,Petrol,Manual,998.0,67.04,5.0,1
Hyundai EON Magna Plus,280000,60000,Petrol,Manual,814.0,55.2,5.0,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,561000,170000,Diesel,Manual,2494.0,102.0,8.0,0
Mitsubishi Pajero Sport 4X4,950000,181491,Diesel,Manual,2477.0,175.56,7.0,0
Chevrolet Beat Diesel LS,375000,53319,Diesel,Manual,936.0,56.3,5.0,0
Volkswagen Ameo 1.5 TDI Comfortline,700000,40906,Diesel,Manual,1498.0,108.62,5.0,0
Toyota Etios VX,375000,31711,Petrol,Manual,1496.0,88.7,5.0,1
Hyundai EON Era Plus,270000,43755,Petrol,Manual,814.0,55.2,5.0,1
Renault KWID RXT,300000,66693,Petrol,Manual,799.0,53.3,5.0,1
Maruti Zen Estilo VXI BSIV,225000,59549,Petrol,Manual,998.0,67.1,5.0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,1350000,94385,Diesel,Manual,2494.0,100.6,8.0,0
Maruti Zen Estilo LXI BSIII,200000,73730,Petrol,Manual,998.0,67.1,5.0,1
Hyundai Verna 1.6 SX,400000,221889,Diesel,Manual,1582.0,126.32,5.0,0
Honda Amaze VX i-DTEC,500000,116104,Diesel,Manual,1498.0,98.6,5.0,0
Maruti Swift VXI BSIV,500000,150546,Petrol,Manual,1197.0,81.8,5.0,1
Toyota Fortuner 2.8 2WD MT,1500000,148120,Diesel,Manual,2755.0,174.5,7.0,0
Ford Ecosport 1.5 Ti VCT MT Titanium,555000,20000,Petrol,Manual,1499.0,110.0,5.0,1
Hyundai Grand i10 1.2 Kappa Magna AT,580000,30000,Petrol,Automatic,1197.0,81.86,5.0,2
Tata Aria Pride,337000,142000,Diesel,Manual,2179.0,138.1,7.0,0
Tata Sumo CX 10 Str BSIV,175000,20000,Diesel,Manual,1948.0,68.0,10.0,0
Tata Manza Aura Plus Quadrajet,180000,120000,Diesel,Manual,1248.0,90.0,5.0,0
Hyundai i10 Sportz 1.1L,200000,80000,Petrol,Manual,1086.0,68.05,5.0,1
